original	simplification	label
Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.	In it he explains that Christ has two qnome (essences), which are unmingled and eternally united in one parsopa (personality).	0.0
Protests across the nation were suppressed.	Protests were suppressed.	73.73333333
In a difficult situation, it encouraged him to study Graphic Design in 2007, and he's been since as a Cinematographer in the film industry, also his have a lot of experience with photography and experience in the field of graphic design.	In 2007, his difficult circumstances encouraged him to pursue Graphic Design. Since then, he has worked as a Cinematographer in the film industry and gained experience in both photography and graphic design.	93.33333333333333
Bone marrow is the flexible tissue found in the hollow interior of bones.	Bone marrow is the flexible tissue found in the hollow interior of bones.	100.0
They are rivaled as biological materials in toughness only by chitin.	They are made up of biological materials in toughness only by Chitin.	83.6
Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.	Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.	100.0
Others have theorized that Tresca was eliminated by the NKVD as retribution for criticism of the Stalin regime of the Soviet Union.	Others have theorized that Tresca was eliminated by the NKVD as retribution for criticism of the Stalin regime of the Soviet Union.	100.0
No skater has yet accomplished a quadruple Axel in competition.	Elliot Goldenthal (born May 2 1954) is an Academy Award and Golden Globe winning American composer of contemporary classical music.	0.0
The plant is considered a living fossil.	The plant is thought to be a living	19.0
Events Europe July 29 — Battle of Stiklestad (Norway): Olav Haraldsson loses to his pagan vassals and is killed in the battle.	Events July 29, Battle of Stiklestad (Norway): Olav Haraldsson is killed in the Battle of Stiklestad, Norway.	79.46666667
These missions will seek to reestablish a human presence on the Moon and demonstrate technologies and business approaches needed for future scientific studies, including exploration of Mars.	Initially about 30,000 people moved to the goldfields, but by 1863 this had declined to about 3,500 because of the difficult mining conditions.	0.0
Development Stable releases are rare, but there are often Subversion snapshots which are stable enough to use.	Development Stable releases are rare, but there are often Subversion snapshots which are stable enough to use.	100.0
Cogeneration (also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.	During the battle, most of the Japanese officers were killed and the Japanese had to air-drop 300 officers by parachutes into the battlefield.	0.0
This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.	This was the area east of the mouth of the Vistula River, later sometimes called `` Prussia proper''.	100.0
Their participation is limited until they reach legal adulthood.	They can not participate fully until they are adults.	96.06666666666666
He died on May 29, 1518 in Madrid, Spain and was buried in the church of San Benito d'Alcantara.	He died on May 29, 1518 in Madrid, Spain and was buried in the church of San Benito d'Alcantara.	100.0
The sat reasoning test( formerly scholastic aptitude test and scholastic assessment test) is a standardized test for college admissions in the United States.	Most Requests for adminship run for seven days after being transcluded onto the main RfA page.	0.0
The album, however, was banned from many record stores nationwide.	The album was banned from many record stores nationwide.	95.33333333
England are the reigning T20 World Cup holders, having beaten Pakistan in the 2022 final, winning their second title.	Since it formed at 36 ° N, this system is the northernmost formation in the eastern north Pacific basin.	0.0
The term dorsal refers to anatomical structures that are either situated toward or grow off that side of an animal.	Max and Moritz as well as many of his other picture stories are regarded as one of the main precursors of the modern comic strip.	0.0
A bastion on the Eastern approaches was built later.	In the list below, works by Plato are marked (1) if there is no consensus among scholars as to whether Plato is the author, and (2) if scholars generally agree that Plato is not the author of the work.	0.0
