document	simplification	labels
Advocacy Countries with a minority Muslim population are more likely than Muslim-majority countries of the Greater Middle East to use mosques as a way to promote civic participation.	Call country with a small Muslim people are more likely than Muslim-majority countries of the Greater Middle East to use mosques as a means to promote civic part.	0.3666666667
She was left behind (explanations for this vary) when the rest of the Nicoleños were moved to the mainland.	She was left for this when the rest of the Nicoleños were moved to the mainland.	0.5086666667
Two sisters, Leah and Chantrelle, and their acquaintance Hosanna catch a steamboat from Saint Ann Parish in Jamaica to the United Kingdom, arriving in London's Notting Hill before moving to the Midlands.	Two sisters, Leah and Chantrelle, as well as their friend Hosanna catch a boat from Jamaica to London. Then, they will move to the midlands.	1.0
Development Stable releases are rare, but there are often Subversion snapshots which are stable enough to use.	Development Stable releases are, but there are Subversion snapshots which are to use.	0.4326666667
The capital of the state is Aracaju (pop.	The capital of the state is Aracaju.	0.932
The body color varies from medium brown to gold-ish to beige-white; and occasionally, is marked with dark brown spots, especially on the limbs.	The body color range from medium brown to gold-ish to beige-white; and in some cases, is marked with dark brown spots, above all on the limbs.	0.6533333333
On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to begin negotiations on sovereignty over the British Indian Ocean Territory, taking into account the recent international legal proceedings.	On 3 November 2022, the British Foreign Secretary James Cleverly announced that the UK and Mauritius had decided to start talks about sovereignty over the British Indian Ocean Territory.	0.8633333333333333
The historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history.	The historical method is the arrangement and guidelines by which historians use main sources and other proof to research and then to write history.	0.8140000000000001
Ohio State's library system encompasses twenty-one libraries located on its Columbus campus.	There are twenty-one libraries on the Columbus campus in Ohio state.	0.475
Before Bankman-Fried's wealth eroded in November 2022, Bankman-Fried was a major donor to Democratic Party candidates.	Before Bankman-Fried lost all of his money in November 2022, he was a very important donor to the Democratic Party.	1.0
Whereas earlier major protests, which were violently quelled by Iran's government, focused on election results or economic woes, the current protest, besides increased rights for women, has one main demand: the overthrow of the Islamic Republic.	Earlier major protests focused on election results or economic problems and were violently stopped by Iran’s government. In addition to increasing women’s rights, the current protest has one main demand: the overthrow of the Islamic Republic.	0.42666666666666664
In the opening game of their group, they defeated a much fancied Argentina side 2-1, ending an Argentine unbeaten streak of 36 games dating back to 2019.	In the opening game of their group, they defeated Argentina side 2-1. The win ended Argentina's 36 game unbeaten streak, the longest in the world.	1.0
The Supreme Court of the United Kingdom unanimously denies the Scottish government the right to hold a second referendum on Scottish independence from the United Kingdom without approval from the British government.	The Supreme Court of the United Kingdom said that the government of Scotland had no right to hold a second referendum on independence without the permission of the British government.	0.7166666666666667
In the interior, on the facade and the portico, painted decoration is preserved, which was carried out in two time periods, the first with its construction and the second possibly with the change of use of the building after 1913.	Painted decoration is preserved on the interior, facade, and portico of the building, which was done in two separate time periods. The first was likely when it was first constructed, while the second likely happened after 1913 when the building's use changed.	0.97
Both names became defunct in 2007 when they were merged into The National Museum of Scotland.	Both names stopped existing in 2007, when they were merged into the National museum of Scotland.	0.5705
The sitcom series features the story of Abi (played by Bolu Essien) who secures a job at a top advertising agency in Lagos, although she had a rough start with her superior, she soon got an opportunity to shine at work when she was promoted to become the acting manager after the manager traveled to another branch.	The sitcom series is about the story of Abi who gets a job at a top ad agency in Lagos. Though she has a rough start with her superior, she gets a chance to shine at work when she is promoted to acting manager. This happens because her manager travels to another branch.	1.0
